Collection_Head,Name,Text,Year,Start,End,Loc,Page_drawer,Drawer_No,Link,Coll_head,Collection,Author_Identity,Country,Continent
"Ripley, William Young","Ripley, William Young","Ripley, William Young Papers, 1843-1933  Centre Rutland, Rutland Co., Vt.  415 items + A vols. te",1843-1933,1843,1933,"Ripley, Vt.",272,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n272,1,11339,Male,USA,North America
"Ripon, George Frederick Samuel","Ripon, George Frederick Samuel","Ripon, George Frederick Samuel Robinson, Marquis of, 1827-1909. Letter, 1885-6 1 iteme In Ripon, George Frederick Samuel Robinson, Papers, -- 1855-1907 British statesman; governor-general of Indiae Letter written by Lord Ripon in which he refers to a meeting at Boltone Ripon states that he will avoid discussing Irish topics, will Limit himself to Indian matters, and mentions that he does not want to ""hang the whole thing on Randolph Churchill."" Unprocessed collectione Cataloged from accessio n recorde on @ Addition to the George Frederick Oi MAR 96 34300621 . NDHYme SEE NEXT CRD",1827-1909,1827,1909,,284,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n284,1,11340,Male,Unknown,Unknown
"Rippey, Benjamin Y.","Rippey, Benjamin Y.","Rippey, Benjamin Ye  Letters, 1865-1882.  264 itemse  Merchant in New York, NeYe  Personal and business correspondence of Benjamin Ye Rippey;, member of the commission merchant firm Benjamin Ye Rippey and Coneeer:  Unprocessed collectione Cataloged s0em accession recorde  pJ  Pp  le Benjamin Ye Rippey and Company (New York, NeYe)e 2e Business records —-New Yorke 3e Merchants--New York (NeYe )—--Correspondencee 4c New York (NeYe )—-—Econo = mic conditionse 5-6  New York (NeY 28 JUN 95 32720115 NDHYme  e )—--C ommercee",1865-1882,1865,1882,New York,287,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n287,1,11341,Male,USA,North America
"Risley, Hanson A.","Risley, Hanson A.","Risley, Hanson A,  Papers, 1774-1908  Fredonia, Chautauqua Co., New York 7-D 1 item  136 items and 1 vol. added, 1-27-67 10-30-68",1774-1908,1774,1908,"Fredonia, New York",289,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n289,1,11343,Male,USA,North America
"Rison, John F","Rison, John F","% Rison, John F,, and William Slarke Grasty Letters and Papers, 1800-1869 SEE WILLIAM CLARKE GRASTY PAPERS  Nov. 5, 1933 8000 items",1800-1869,1800,1869,,298,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n298,1,11344,Male,Unknown,Unknown
"Risque, James B.","Risque, James B.","Risque, James B. Papers, 1812-1839 Campbell Co., Va.  Section A  7-23-57  GUIDE",1812-1839,1812,1839,Va.,299,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n299,1,11345,Male,USA,North America
"Ritschl, Albrecht Benjamin","Ritschl, Albrecht Benjamin","Rare Book Room Ritschl, Albrecht Benjamin, 1822-1889. Comparative symbolik. 1887  cIn manuscript form,",1822-1889,1822,1889,,303,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n303,1,11346,Male,Unknown,Unknown
"Ritter, John","Ritter, John","Ritter, John Papers, 1851-1895  Moore Co., N. C.  Section A 28 items 3-4-57  GUIDE",1851-1895,1851,1895,,308,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n308,1,11348,Male,Unknown,Unknown
"Rives, Alfred Landon","Rives, Alfred Landon","Rives, Alfred Landon  Papers, 1839-1888  ""Castle Hill, "" Albemarle Co., Va. Cab. 37 1106 items and 5 vols. (See also bound Total count as of  volume cards) 5-14-57, 1206 items 1 item added, 4-7-71 9-13-38",1839-1888,1839,1888,Va.,314,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n314,1,11351,Male,USA,North America
"Rives, Amélie","Rives, Amélie","Rives, Amélie Papers, 1886-1940 Cobham, Albemarle Co., Va. Section A 18 items 1 item added 1-31-57  9-24-55 1 item added, 10-5-74 2 items added, 12-12-77  Ci ry y  wh ha. i a7 34",1886-1940,1886,1940,,324,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n324,1,11352,Female,Unknown,Unknown
"Rives, Amélie Miriamne","Rives, Amélie Miriamne","Rives, Amélie 3 Miriamne (Aug. 24, 1893).  tem added 1-31-57, a letter from Amélie (Rives) Chanler Troubetzkoy on her grandfather, William CabellRives (1793-1868).  1 item added, 10-5-74: Clipping of a letter  Amélie Rives addressed to one Collier in 1888 in protest to sentiments having been erroneously     attributed to her as the author of My Lady  Tongue. 2 items added, 12-12-77: On May 7, 1916,  Rives wrote to Mr, Millman about her play ""The",1793-1868,1793,1868,,327,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n327,1,11354,Female,Unknown,Unknown
"Rives, Alfred Landon","Rives, Alfred Landon","Rives, Alfred Landon  F-346@     . y? RA 2 Rives, Francis E. Volumes 3466, 3467,  and Ledger, 1829-1855.  (Littleton, Va.?)  120 pp. Leather 34  5468 reported to the Union List with the Alfred Landon Rives Pap- ers, July 26, 1961. A1so3469 & 3470.  x20cm,.  GUIDE",1829-1855,1829,1855,"Littleton, Va.",349,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n349,1,11357,Male,USA,North America
"Rives, Alfred Landon","Rives, Alfred Landon","Rives, Alfred Tandon     Rives, Francis E,  Ledger, 1847-1848  Littleton, Va,  63pp. Leather 34x20cm.  Mercantile Accounts.  7 1943  navi WA MAI *  GUIDE",1847-1848,1847,1848,"Littleton, Va",350,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n350,1,11358,Male,USA,North America
"Rives, Alfred Landon","Rives, Alfred Landon","Rives, Alfred Landon (Rives, Francis E.?)     Ledger, 1831-1835 (Littleton, Va. ?) 100 pp. Leather 34x20cm.  Private Accounts,  GUIDE",1831-1835,1831,1835,"Littleton, Va.",351,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n351,1,11359,Male,USA,North America
"Rives, Alfred Landon","Rives, Alfred Landon","TZ Rives, Alfred Landon ae Rives, Judith Page (Walter)        Diary, 1829-1831 Castle Hill, Albemarle County, Va. 225 pp. Leather 22 x 15 cm.  Volume I  Cab. 37 : GUIDE.  Bey rs",1829-1831,1829,1831,"Albemarle County, Va.",352,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n352,1,11360,Male,USA,North America
"Rives, Francis Everod","Rives, Francis Everod","Rives, Francis Everod Papers, 1817-188 . Petersburg, Dinwiddie Coe, Va.  Section A 17 items  13-33 t Yeha Meds d2B2a8t",1817-1848,1817,1848,Va.,354,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n354,1,11361,Male,USA,North America
"Rives, George S","Rives, George S","Recon © Rives, George S  Letters. 1851-1883.  spe Soci a Section A 20 pieces JUL 29 1940",1851-1883,1851,1883,,358,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n358,1,11362,Male,Unknown,Unknown
"Rives, John Cook","Rives, John Cook","Rives, John Cook  = Yone Papers, 1834-1877 Washington, D.C.  23-G 74 items  1 item added, 1-19-65 Recatalogued, 12-31-65 1 item added, 11-18-7¢",1834-1877,1834,1877,"Washington, D.C.",360,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n360,1,11363,Male,USA,North America
"Roane, J. B.","Roane, J. B.","Roane, J B Letters. 1856-1867. Pittsylvania County, Virginia  Séction A 4 pieces  NOV5 1933",1856-1867,1856,1867,"Pittsylvania County, Virginia",366,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n366,1,11365,Unknown,USA,North America
"Roane, Letitia Landon","Roane, Letitia Landon","122 Roane, Letitia Landon  Diary. 1861-1e68¢  Pittsylvania County, Virginia  Dec. 3, 1934, [The diary is largely personal, The shopping  lists of 1861-62 are interesting for prices, In 1864 she travelled through S.C., Ga., and  Ala.]",1861-62,1861,1862,"Pittsylvania County, Virginia, S.C., Ga., Ala.",368,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n368,1,11366,Female,USA,North America
"Roane, William Henry","Roane, William Henry","Roane, William Henty Letters. 1838-1839. Richmond, Virginia  “Section A 2 pieces",1838-1839,1838,1839,"Richmond, Virginia",369,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n369,1,11367,Male,USA,North America
"Robbins, Jeffrey H.","Robbins, Jeffrey H.","Rece Robbins, Jeffrey H.  Sermons and Lecture Notes,1854-1869  Randolph County, N. C.  \-G 7 pieces 1 10 phtlograghe al  Deposited by J. F. Stanback.  2 items added 10-28-52. 1 71 (See also \bound 18)  vol. cards)  YE",1854-1869,1854,1869,Randolph County,371,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n371,1,11368,Male,USA,North America
"Roberson, James R.","Roberson, James R.","Roberson, James R.  Papers, 1865-1899  Robersonville, Martin Co., N. C. Section A 55 items  10-25-35",1865-1899,1865,1899,Robersonville,380,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n380,1,11373,Male,USA,North America
"Roberson, Josiah S.","Roberson, Josiah S.","Roberson, Josiah S. Papers, 1864-1865  Petersburg, Virginia  Recataloged as part of Reuben Robertson Papers",1864-1865,1864,1865,"Petersburg, Virginia",382,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n382,1,11374,Male,USA,North America
"Robert, Joseph Clarke","Robert, Joseph Clarke","Robert, Joseph Clarke, 1906-  Papers, 1928-1971.  101 items.  Alumnus of Duke University; history professor at University of Richmond, Vae  Largely correspondence between Joseph Robert and colleagues, including William Ke Boyd, Robert's thesis advisor at Duke University, and William Te Laprade and William Be Hamilton, also Duke history professorse Robert's thesis topic was the tobacco industry in Virginia and North Carolinae  Unprocessed cotlectione Cataloged teem SoteenrTs recordse  Pp  28 JUN 95 32720146 NDHYme SEE NEXT CRD",1928-1971,1928,1971,Virginia,385,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n385,1,11377,Male,USA,North America
"Roberts, Buck","Roberts, Buck","Roberts, @aaadeees Buck Papers, 1963-1964 Durham, N. C.  20-E 2 items and 5 vols. 2-24-86 1 vol. added  OxL | f os",1963-1964,1963,1964,,387,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n387,1,11378,Male,Unknown,Unknown
"Roberts, Gmertes Buck","Roberts, Gmertes Buck","Roberts, Gmertes Buck. Papers, 1963-1964. Durham, N. C.  The items in this collection consist of an announcement in Feb. 1964, of new vlays to be presented at the Triangle Coffee House, and a playbill for Mr. Roberts' play ""The Dukes."" The volumes are two versions of that play, a scrapbook of photographs of characters in it,     and copies of two other plays by Mr. Roberts-- ""The Last Place"" and ""A Lost Day Is Hard to  Find."" 1 vol. added, 2-24-66: Scrapbook of photo-  graphs of the actors and actresses who performed in ""The Dukes,"" and of - clippings about",1963-1964,1963,1964,,391,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n391,1,11379,Male,Unknown,Unknown
"Roberts, Elizabethe","Roberts, Elizabethe","Roberts, Elizabethe  Papers, 1950-1975 and nede  cae 4500 itemse  Member and officer of various women's organizations related to medicine; resident of Durham, NeCe  Chiefly correspondence and printed material concerning North Carolina medical associations and women's auxiliaries in which Mrse Roberts, wife of pediatrician Dre Bennett Watson Roberts, was involvede Organizations include: National Organization for Mentally Ill Children; Auxiliary to the Medical Society of the State of North Carolina; American Cancer Society; NeCe Council of Wo men's Organizations$ and Southern Medical Associatione  Unprocessed collectione Cataloged  28 JUN 95 32720149 NDHYme SEE NEXT CRD",1950-1975,1950,1975,"Durham, North Carolina",395,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n395,1,11381,Female,USA,North America
"Roberts, Frederick Sleigh","Roberts, Frederick Sleigh","Roberts, Frederick Sleigh, First Earl Roberts Papers, 1874-1910 London, England  18-G 55 items 1 item added, 9-24-75 7-21-72",1874-1910,1874,1910,"London, England",398,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n398,1,11382,Male,USA,North America
"Roberts, George Arthur","Roberts, George Arthur","e 201-A (98-215)  Foberts, George Arthur, 1882-  Papers, 1905-1972 (bulk 1907-[195-])  1250 itemse  Access is restrictede  Methodist missionary from Iowa who went to Old Umtali (now Mutare) Southern Rhodesia (now Zimbabwe) in 1907 to teach agriculturee He retired in 1950, but remained in the areae  Collection contains about 400 photographic prints, 800 slides, 25 negative strips, and three photo albums principally picturing Africans, missionaries, and a variety of scenes in Southern Rhodesia (now Zimbabwe ), 1905-1960se C hiefly, the images were taken & Old Umtali (Mutare) and the nearb y Mutambare Mission  11.MAY 98 39100614 NDHYme SEE NEXT CRD",1905-1972,1905,1972,"Iowa, Zimbabwe, Southern Rhodesia",406,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n406,1,11383,Male,USA,North America
"Roberts, Isaace","Roberts, Isaace","Roberts, Isaace  Papers, 1863-1875.  11 itemse  Proprietor of a general store at Huntsville, Yadkin Coe, NeCey and farmer residing in Davie Coe, NeCe  Ledger, 1865-1875 ( bulk 1865-1869), of a general store operated until i868 as Martin and Roberts, a partnership with John He Martin, and Later by Isaac Roberts alonee Customers include numerous freedmen and members of the Jarratt and’ Puryear familiese Miscellandous notes, legal and financial papers, 1363-1869, relate primarily to the businesse  28.MAR 89 19465013 NDHYme SEE NEXT CRD",1863-1875,1863,1875,Huntsville,409,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n409,1,11384,Male,USA,North America
"Roberts, Jane ,","Roberts, Jane ,","e 6th 16:B Roberts, Jane, 19th cente  Diary and notebook, 1833-1839 and 1851.  1 Ve  British authore  Diary and notebook of author of Two Years at Sea, The Court Favourite, and Lowenstein, King of the Foreste« Entries record the sale, writing, and publication of these three works as well as the writing and rejection of another, Verginia (sic) Water, providing a detailed account of the author's difficult relationship with the publishing world. Volume also contains poetry by Roberts, including a sequel to the Scottish ballad ""Auld Robin Grey;"" @=: ""The Highminded Maiden of Sco tia's Proud Land""  14 JAN 97 36206704 NDHYme SEE NEXT CRD",1833-1839,1833,1839,Verginia,411,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n411,1,11385,Female,USA,North America
"Roberts, Ragland, and John B. Lee","Roberts, Ragland, and John B. Lee","Roberts, Ragland, and John B. Lee  Papers, 1816(1844-1846)1875 |  Lynchburg, Campbell Co., Va.  227° 1755 items 3-27-57  GUIDE",1844-1846,1844,1846,"Ragland, Va.",416,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n416,1,11387,Org.,USA,North America
"Roberts, William Anderson","Roberts, William Anderson","ROBERTS, William Anderson Letters and Papers, 1814 (1856-1882) 1911  Yanceyville, Caswell County, N. C.  Cab. FP) 1,238 items 3 small account books filea@ with ,  GUIDE . WEB 29 1968 S",1856-1882,1856,1882,"Yanceyville, Caswell County",421,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n421,1,11389,Male,USA,North America
Roberts Family,Roberts Family,"Roberts Family  Papers, 1770-1860  Orange County, North Carolina Section A 23 items  6-1-71",1770-1860,1770,1860,"Orange County, North Carolina",436,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n436,1,11390,Org.,USA,North America
"Robertson, Cordelia Biddle Duke","Robertson, Cordelia Biddle Duke","Robertson, Cordelia Biddle Dukee  Par Sawant cae 1933-19626  Ve  Resident of Southampton, NeYe; related to Duke and Biddle familiese  Scrapbooks containing photographs, clippings, correspondence, and memorabilia setesiag to the Biddle and  Duke families, particular to  Cordelia ab oped Il S sons, Anthony Drexel Duke and Angier Biddle Duke, and to her brother, Anthony Joseph Drexel Biddle, Jre;s who was married to Mary Dukese Several letters from the Duchess of Windsor are includede More general topics include: World War II, social life in New Y ork and elsewhere; and personal care ers of various members of the Duke a nd Biddle familiese  28 JUN 95 32720163. NDHYme SEE NEXT CRD",1933-1962,1933,1962,"Southampton, NeYe, Biddle",440,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n440,1,11392,Female,USA,North America
"Robertson, David","Robertson, David","Robertson, De  ow book, 1806-1816.  Ve  Columbia, SeCe residente  Volume contains copies of general orders issued from the brigade headquarters at Columbia, to the SeCe militiae  Cataloged from Guidee  *les  24 FEB 97 36437704 NDHYme",1806-1816,1806,1816,"Ve, Columbia, SeCe",442,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n442,1,11393,Male,USA,North America
"Robertson, David","Robertson, David","Robertson, David Papers, 1792-1793 Savannah, Chatham Co., Ga. Section A 10-24-56  GUIDE",1792-1793,1792,1793,Savannah,443,212,https://archive.org/details/rubensteinmanuscriptcatalog_Ri_to_Rooj/page/n443,1,11394,Male,USA,North America
